Source,Label,Target,Source_Node_Type,Target_Node_Type,Relation
Brandon_Stark_(son_of_Rickard),Season(s),Season_1,Person,Season,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Season(s),Season_4,Person,Season,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Season(s),Season_5,Person,Season,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Mentioned in,Winter_Is_Coming,Person,Episode,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Mentioned in,Lord_Snow,Person,Episode,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Mentioned in,First_of_His_Name,Person,Episode,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Mentioned in,The_Queen%27s_Justice,Person,Episode,SeenOrMentioned
Brandon_Stark_(son_of_Rickard),Death,King%27s_Landing,Person,Location,Death
Brandon_Stark_(son_of_Rickard),Death,Execution_of_Rickard_and_Brandon_Stark,Person,Event,Death
Brandon_Stark_(son_of_Rickard),Death,Aerys_II_Targaryen,Person,Person,Death
Brandon_Stark_(son_of_Rickard),Origin,Winterfell,Person,Location,AssociatedLocation
Brandon_Stark_(son_of_Rickard),Allegiance,House_Stark,Person,House,Allegiance
Brandon_Stark_(son_of_Rickard),Culture,Northmen,Person,PersonType,Culture
Brandon_Stark_(son_of_Rickard),Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Brandon_Stark_(son_of_Rickard),Father,Rickard_Stark,Person,Person,Father
Brandon_Stark_(son_of_Rickard),Siblings,Eddard_Stark,Person,Person,Siblings
Brandon_Stark_(son_of_Rickard),Siblings,Lyanna_Stark,Person,Person,Siblings
Brandon_Stark_(son_of_Rickard),Siblings,Benjen_Stark,Person,Person,Siblings
Abandonment_of_Dragonstone,Conflict,War_of_the_Five_Kings,Event,Event,Conflict
Abandonment_of_Dragonstone,Conflict,Daenerys_Targaryen%27s_invasion_of_Westeros,Event,Event,Conflict
Abandonment_of_Dragonstone,Place,Dragonstone_(island),Event,Location,Place
Battle_at_Long_Lake,Place,The_North,Event,Location,Place
Vulture_Hunt,Place,Dornish_Marches,Event,Location,Place
The_Field_of_Fire,Season(s),Season_1,HistoriesNLore,Season,SeenOrMentioned
The_Field_of_Fire,Narrated by,Viserys_Targaryen,HistoriesNLore,Person,Narratedby
The_Field_of_Fire,Narrated by,Robb_Stark,HistoriesNLore,Person,Narratedby
Elaena_Glenmore,First seen,The_Lost_Lords,Person,Episode,SeenOrMentioned
Elaena_Glenmore,Origin,Rillwater_Crossing,Person,Location,AssociatedLocation
Elaena_Glenmore,Allegiance,House_Glenmore,Person,House,Allegiance
Elaena_Glenmore,Allegiance,House_Forrester,Person,House,Allegiance
Elaena_Glenmore,Culture,Northmen,Person,PersonType,Culture
Elaena_Glenmore,Father,Glenmore_(Lord),Person,Person,Father
Elaena_Glenmore,Siblings,Arthur_Glenmore,Person,Person,Siblings
Elaena_Glenmore,Lovers,Rodrik_Forrester,Person,Person,Lovers
Gryff_Whitehill,First seen,The_Sword_in_the_Darkness,Person,Episode,SeenOrMentioned
Gryff_Whitehill,Last seen,The_Ice_Dragon,Person,Episode,SeenOrMentioned
Gryff_Whitehill,Mentioned in,Iron_From_Ice,Person,Episode,SeenOrMentioned
Gryff_Whitehill,Mentioned in,The_Lost_Lords,Person,Episode,SeenOrMentioned
Gryff_Whitehill,Death,The_North,Person,Location,Death
Gryff_Whitehill,Death,Rodrik_Forrester,Person,Person,Death
Gryff_Whitehill,Death,Forrester_greatsword,Person,Weapon,Death
Gryff_Whitehill,Death,The_North,Person,Location,Death
Gryff_Whitehill,Death,Rodrik_Forrester,Person,Person,Death
Gryff_Whitehill,Death,Forrester_greatsword,Person,Weapon,Death
Gryff_Whitehill,Death,Ironrath,Person,Location,Death
Gryff_Whitehill,Death,Asher_Forrester,Person,Person,Death
Gryff_Whitehill,Death,Forrester_greatsword,Person,Weapon,Death
Gryff_Whitehill,Death,Battle_of_Ironrath,Person,Event,Death
Gryff_Whitehill,Death shown in episode,The_Ice_Dragon,Person,Episode,SeenOrMentioned
Gryff_Whitehill,Origin,Highpoint,Person,Location,AssociatedLocation
Gryff_Whitehill,Allegiance,House_Whitehill,Person,House,Allegiance
Gryff_Whitehill,Culture,Northmen,Person,PersonType,Culture
Gryff_Whitehill,Father,Ludd_Whitehill,Person,Person,Father
Gryff_Whitehill,Mother,Whitehill_(Lady),Person,Person,Mother
Gryff_Whitehill,Siblings,Karl_Whitehill,Person,Person,Siblings
Gryff_Whitehill,Siblings,Ebbert_Whitehill,Person,Person,Siblings
Gryff_Whitehill,Siblings,Torrhen_Whitehill,Person,Person,Siblings
Gryff_Whitehill,Siblings,Gwyn_Whitehill,Person,Person,Siblings
Ryon_Forrester,First seen,Iron_From_Ice,Person,Episode,SeenOrMentioned
Ryon_Forrester,Last seen,The_Ice_Dragon,Person,Episode,SeenOrMentioned
Ryon_Forrester,Origin,Ironrath,Person,Location,AssociatedLocation
Ryon_Forrester,Allegiance,House_Forrester,Person,House,Allegiance
Ryon_Forrester,Culture,Northmen,Person,PersonType,Culture
Ryon_Forrester,Father,Gregor_Forrester,Person,Person,Father
Ryon_Forrester,Mother,Elissa_Forrester,Person,Person,Mother
Ryon_Forrester,Siblings,Rodrik_Forrester,Person,Person,Siblings
Ryon_Forrester,Siblings,Asher_Forrester,Person,Person,Siblings
Ryon_Forrester,Siblings,Mira_Forrester,Person,Person,Siblings
Ryon_Forrester,Siblings,Ethan_Forrester,Person,Person,Siblings
Ryon_Forrester,Siblings,Talia_Forrester,Person,Person,Siblings
Ryon_Forrester,Siblings,Josera_Snow,Person,Person,Siblings
Ryon_Forrester,Siblings,Elsera_Snow,Person,Person,Siblings
Biter,Season(s),Season_1,Person,Season,SeenOrMentioned
Biter,Season(s),Season_2,Person,Season,SeenOrMentioned
Biter,Season(s),Season_4,Person,Season,SeenOrMentioned
Biter,First seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Biter,Last seen,Mockingbird,Person,Episode,SeenOrMentioned
Biter,Death,Sandor_Clegane,Person,Person,Death
Biter,Death shown in episode,Mockingbird,Person,Episode,SeenOrMentioned
Biter,Allegiance,House_Lannister,Person,House,Allegiance
First_Dornish_War,Place,Principality_of_Dorne,Event,Location,Place
First_Dornish_War,Battles,Occupation_of_Sunspear,Event,Event,Battles
First_Dornish_War,Battles,Uprising_in_Sunspear,Event,Event,Battles
First_Dornish_War,Battles,Assault_on_Oldtown,Event,Event,Battles
First_Dornish_War,Battles,Siege_of_Hellholt,Event,Event,Battles
First_Dornish_War,Battles,Dragon%27s_Wroth,Event,Event,Battles
First_Dornish_War,Battles,Attempt_of_assassination_on_Aegon_I,Event,Event,Battles
Rorge,Season(s),Season_1,Person,Season,SeenOrMentioned
Rorge,Season(s),Season_2,Person,Season,SeenOrMentioned
Rorge,Season(s),Season_4,Person,Season,SeenOrMentioned
Rorge,First seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Rorge,Last seen,Mockingbird,Person,Episode,SeenOrMentioned
Rorge,Death,Arya_Stark,Person,Person,Death
Rorge,Death shown in episode,Mockingbird,Person,Episode,SeenOrMentioned
Rorge,Allegiance,House_Lannister,Person,House,Allegiance
Ludd_Whitehill,First seen,Iron_From_Ice,Person,Episode,SeenOrMentioned
Ludd_Whitehill,Last seen,The_Ice_Dragon,Person,Episode,SeenOrMentioned
Ludd_Whitehill,Mentioned in,The_Sword_in_the_Darkness,Person,Episode,SeenOrMentioned
Ludd_Whitehill,Mentioned in,A_Nest_of_Vipers,Person,Episode,SeenOrMentioned
Ludd_Whitehill,Death,The_North,Person,Location,Death
Ludd_Whitehill,Death,Rodrik_Forrester,Person,Person,Death
Ludd_Whitehill,Death,Forrester_greatsword,Person,Weapon,Death
Ludd_Whitehill,Death,The_North,Person,Location,Death
Ludd_Whitehill,Death,Rodrik_Forrester,Person,Person,Death
Ludd_Whitehill,Death,Ironrath,Person,Location,Death
Ludd_Whitehill,Death,Talia_Forrester,Person,Person,Death
Ludd_Whitehill,Death,Battle_of_Ironrath,Person,Event,Death
Ludd_Whitehill,Death shown in episode,The_Ice_Dragon,Person,Episode,SeenOrMentioned
Ludd_Whitehill,Origin,Highpoint,Person,Location,AssociatedLocation
Ludd_Whitehill,Allegiance,House_Whitehill,Person,House,Allegiance
Ludd_Whitehill,Successor,Torrhen_Whitehill,Person,Person,Successor
Ludd_Whitehill,Culture,Northmen,Person,PersonType,Culture
Ludd_Whitehill,Spouse,Whitehill_(Lady),Person,Person,Spouse
Ludd_Whitehill,Children,Karl_Whitehill,Person,Person,Children
Ludd_Whitehill,Children,Ebbert_Whitehill,Person,Person,Children
Ludd_Whitehill,Children,Torrhen_Whitehill,Person,Person,Children
Ludd_Whitehill,Children,Gwyn_Whitehill,Person,Person,Children
Ludd_Whitehill,Children,Gryff_Whitehill,Person,Person,Children
Polliver,Season(s),Season_2,Person,Season,SeenOrMentioned
Polliver,Season(s),Season_4,Person,Season,SeenOrMentioned
Polliver,First seen,What_Is_Dead_May_Never_Die,Person,Episode,SeenOrMentioned
Polliver,Last seen,Two_Swords,Person,Episode,SeenOrMentioned
Polliver,Death,Needle,Person,Weapon,Death
Polliver,Death,Arya_Stark,Person,Person,Death
Polliver,Death shown in episode,Two_Swords,Person,Episode,SeenOrMentioned
Polliver,Allegiance,House_Lannister,Person,House,Allegiance
Willem_Lannister,Season(s),Season_3,Person,Season,SeenOrMentioned
Willem_Lannister,First seen,Walk_of_Punishment,Person,Episode,SeenOrMentioned
Willem_Lannister,Last seen,Kissed_by_Fire,Person,Episode,SeenOrMentioned
Willem_Lannister,Death,Riverrun,Person,Location,Death
Willem_Lannister,Death,Rickard_Karstark,Person,Person,Death
Willem_Lannister,Death shown in episode,Kissed_by_Fire,Person,Episode,SeenOrMentioned
Willem_Lannister,Allegiance,House_Lannister,Person,House,Allegiance
Willem_Lannister,Father,Kevan_Lannister,Person,Person,Father
Willem_Lannister,Mother,Dorna_Lannister,Person,Person,Mother
Willem_Lannister,Siblings,Lancel_Lannister,Person,Person,Siblings
Willem_Lannister,Siblings,Martyn_Lannister,Person,Person,Siblings
Martyn_Lannister,Season(s),Season_3,Person,Season,SeenOrMentioned
Martyn_Lannister,First seen,Walk_of_Punishment,Person,Episode,SeenOrMentioned
Martyn_Lannister,Last seen,Kissed_by_Fire,Person,Episode,SeenOrMentioned
Martyn_Lannister,Death,Riverrun,Person,Location,Death
Martyn_Lannister,Death,Rickard_Karstark,Person,Person,Death
Martyn_Lannister,Death shown in episode,Kissed_by_Fire,Person,Episode,SeenOrMentioned
Martyn_Lannister,Allegiance,House_Lannister,Person,House,Allegiance
Martyn_Lannister,Father,Kevan_Lannister,Person,Person,Father
Martyn_Lannister,Mother,Dorna_Lannister,Person,Person,Mother
Martyn_Lannister,Siblings,Lancel_Lannister,Person,Person,Siblings
Martyn_Lannister,Siblings,Willem_Lannister,Person,Person,Siblings
Alton_Lannister,Season(s),Season_2,Person,Season,SeenOrMentioned
Alton_Lannister,First seen,The_North_Remembers,Person,Episode,SeenOrMentioned
Alton_Lannister,Last seen,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Alton_Lannister,Mentioned in,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Alton_Lannister,Mentioned in,Home,Person,Episode,SeenOrMentioned
Alton_Lannister,Death,Oxcross,Person,Location,Death
Alton_Lannister,Death,Jaime_Lannister,Person,Person,Death
Alton_Lannister,Death shown in episode,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Alton_Lannister,Origin,The_Westerlands,Person,Location,AssociatedLocation
Alton_Lannister,Allegiance,House_Lannister,Person,House,Allegiance
Alton_Lannister,Culture,Andals,Person,PersonType,Culture
Alton_Lannister,Mother,Cynda_Lannister,Person,Person,Mother
Stafford_Lannister,Season(s),Season_2,Person,Season,SeenOrMentioned
Stafford_Lannister,Mentioned in,Garden_of_Bones,Person,Episode,SeenOrMentioned
Stafford_Lannister,Death,Oxcross,Person,Location,Death
Stafford_Lannister,Death,Battle_of_Oxcross,Person,Event,Death
Stafford_Lannister,Death shown in episode,Garden_of_Bones,Person,Episode,SeenOrMentioned
Stafford_Lannister,Allegiance,House_Lannister,Person,House,Allegiance
Stafford_Lannister,Siblings,Joanna_Lannister,Person,Person,Siblings
Joanna_Lannister,Season(s),Season_2,Person,Season,SeenOrMentioned
Joanna_Lannister,Season(s),Season_3,Person,Season,SeenOrMentioned
Joanna_Lannister,Season(s),Season_5,Person,Season,SeenOrMentioned
Joanna_Lannister,Season(s),Season_6,Person,Season,SeenOrMentioned
Joanna_Lannister,Mentioned in,The_Night_Lands,Person,Episode,SeenOrMentioned
Joanna_Lannister,Mentioned in,Blackwater,Person,Episode,SeenOrMentioned
Joanna_Lannister,Mentioned in,Second_Sons_(episode),Person,Episode,SeenOrMentioned
Joanna_Lannister,Mentioned in,Hardhome_(episode),Person,Episode,SeenOrMentioned
Joanna_Lannister,Mentioned in,The_Red_Woman,Person,Episode,SeenOrMentioned
Joanna_Lannister,Death,Casterly_Rock,Person,Location,Death
Joanna_Lannister,Death,Tyrion_Lannister,Person,Person,Death
Joanna_Lannister,Allegiance,House_Lannister,Person,House,Allegiance
Joanna_Lannister,Culture,Andals,Person,PersonType,Culture
Joanna_Lannister,Spouse,Tywin_Lannister,Person,Person,Spouse
Joanna_Lannister,Children,Cersei_Lannister,Person,Person,Children
Joanna_Lannister,Children,Jaime_Lannister,Person,Person,Children
Joanna_Lannister,Children,Tyrion_Lannister,Person,Person,Children
Joanna_Lannister,Siblings,Stafford_Lannister,Person,Person,Siblings
Marillion,Season(s),Season_1,Person,Season,SeenOrMentioned
Marillion,First seen,"Cripples,_Bastards,_and_Broken_Things",Person,Episode,SeenOrMentioned
Marillion,Last seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Needle,Maker,Mikken,Weapon,Person,Maker
Needle,Owner,Arya_Stark,Weapon,Person,Owner
Needle,Owner,Polliver,Weapon,Person,Owner
Needle,Owner,Arya_Stark,Weapon,Person,Owner
Clegane%27s_Keep,Location,The_Westerlands,Location,Location,Location
Clegane%27s_Keep,Rulers,House_Clegane,Location,House,Rulers
Clegane%27s_Keep,Religion,Faith_of_the_Seven,Location,Organization,Religion
Clegane%27s_Keep,Founder,Clegane_(founder),Location,Person,Founder
Feastfires,Religion,Faith_of_the_Seven,Location,Organization,Religion
Crakehall,Location,The_Westerlands,Location,Location,Location
Crakehall,Rulers,House_Crakehall,Location,House,Rulers
Crakehall,Religion,Faith_of_the_Seven,Location,Organization,Religion
Cornfield,Location,The_Westerlands,Location,Location,Location
Cornfield,Rulers,House_Swyft,Location,House,Rulers
Cornfield,Religion,Faith_of_the_Seven,Location,Organization,Religion
Deep_Den,Location,The_Westerlands,Location,Location,Location
Deep_Den,Religion,Faith_of_the_Seven,Location,Organization,Religion
Faircastle,Location,Fair_Isle,Location,Location,Location
Faircastle,Religion,Faith_of_the_Seven,Location,Organization,Religion
Hornvale,Location,The_Westerlands,Location,Location,Location
Hornvale,Location,Seven_Kingdoms,Location,Location,Location
Hornvale,Religion,Faith_of_the_Seven,Location,Organization,Religion
Oxcross,Location,The_Westerlands,Location,Location,Location
Oxcross,Location,Seven_Kingdoms,Location,Location,Location
Oxcross,Religion,Faith_of_the_Seven,Location,Organization,Religion
Sarsfield,Location,The_Westerlands,Location,Location,Location
Sarsfield,Location,Seven_Kingdoms,Location,Location,Location
Sarsfield,Rulers,House_Sarsfield,Location,House,Rulers
Sarsfield,Religion,Faith_of_the_Seven,Location,Organization,Religion
Ashemark,Location,The_Westerlands,Location,Location,Location
Ashemark,Rulers,House_Marbrand,Location,House,Rulers
Ashemark,Religion,Faith_of_the_Seven,Location,Organization,Religion
The_Crag,Location,The_Westerlands,Location,Location,Location
The_Crag,Rulers,House_Westerling,Location,House,Rulers
The_Crag,Religion,Faith_of_the_Seven,Location,Organization,Religion
Gared%27s_sister,Appeared in,Iron_From_Ice,Person,Episode,SeenOrMentioned
Gared%27s_sister,Death,Britt_Warrick,Person,Person,Death
Gared%27s_sister,Death shown in episode,Iron_From_Ice,Person,Episode,SeenOrMentioned
Gared%27s_sister,Allegiance,House_Forrester,Person,House,Allegiance
Gared%27s_sister,Culture,Northmen,Person,PersonType,Culture
Gared%27s_sister,Siblings,Gared_Tuttle,Person,Person,Siblings
Gared%27s_father,Appeared in,Iron_From_Ice,Person,Episode,SeenOrMentioned
Gared%27s_father,Death,Britt_Warrick,Person,Person,Death
Gared%27s_father,Death shown in episode,Iron_From_Ice,Person,Episode,SeenOrMentioned
Gared%27s_father,Allegiance,House_Forrester,Person,House,Allegiance
Gared%27s_father,Culture,Northmen,Person,PersonType,Culture
Gared%27s_father,Children,Gared_Tuttle,Person,Person,Children
Gared%27s_father,Children,Gared%27s_sister,Person,Person,Children
Gared%27s_father,Siblings,Duncan_Tuttle,Person,Person,Siblings
Kingswood_Brotherhood,Mentioned in,A_Man_Without_Honor,Organization,Episode,SeenOrMentioned
Kingswood_Brotherhood,Leader,Simon_Toyne,Organization,Person,Leader
Kingswood_Brotherhood,Notable Members,Smiling_Knight,Organization,Person,Membership
Kingswood_Brotherhood,Center,Kingswood,Organization,Location,Center
Kingswood_Brotherhood,Center,The_Crownlands,Organization,Location,Center
Thermund,Appeared in,Iron_From_Ice,Person,Episode,SeenOrMentioned
Thermund,Death,The_Twins,Person,Location,Death
Thermund,Death,House_Frey,Person,House,Death
Thermund,Death,Red_Wedding,Person,Event,Death
Thermund,Death shown in episode,Iron_From_Ice,Person,Episode,SeenOrMentioned
Thermund,Allegiance,House_Forrester,Person,House,Allegiance
Thermund,Culture,Northmen,Person,PersonType,Culture
Norren,First seen,Iron_From_Ice,Person,Episode,SeenOrMentioned
Norren,Last seen,Iron_From_Ice,Person,Episode,SeenOrMentioned
Norren,Allegiance,House_Forrester,Person,House,Allegiance
Norren,Culture,Northmen,Person,PersonType,Culture
Lady_Crane,Season(s),Season_6,Person,Season,SeenOrMentioned
Lady_Crane,First seen,The_Door,Person,Episode,SeenOrMentioned
Lady_Crane,Last seen,No_One,Person,Episode,SeenOrMentioned
Lady_Crane,Death,Braavos,Person,Location,Death
Lady_Crane,Death,Waif,Person,Person,Death
Lady_Crane,Death shown in episode,No_One,Person,Episode,SeenOrMentioned
Lady_Crane,Origin,Braavos,Person,Location,AssociatedLocation
Lady_Crane,Culture,Braavos,Person,Location,Culture
Mord,Season(s),Season_1,Person,Season,SeenOrMentioned
Mord,First seen,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Mord,Last seen,A_Golden_Crown,Person,Episode,SeenOrMentioned
Mord,Allegiance,House_Arryn,Person,House,Allegiance
Lothor_Brune,Season(s),Season_2,Person,Season,SeenOrMentioned
Lothor_Brune,Appeared in,The_North_Remembers,Person,Episode,SeenOrMentioned
Lothor_Brune,Allegiance,House_Brune,Person,House,Allegiance
Lothor_Brune,Allegiance,House_Baelish,Person,House,Allegiance
Lothor_Brune,Culture,Andals,Person,PersonType,Culture
Valyrian_steel_dagger,Owner,Arya_Stark,Weapon,Person,Owner
Valyrian_steel_dagger,Owner,Tyrion_Lannister,Weapon,Person,Owner
Valyrian_steel_dagger,Owner,Catspaw_assassin,Weapon,Person,Owner
